road_id, road_type  , hour, avg_speed_kmh, congestion_level, travel_time_multiplier, passable_ambulance, passable_firetruck, rain
   1079, tertiary   ,   15,          22.0,            0.332,                   1.3 , oui               , oui               , non
   1079, tertiary   ,   16,          22.6,            0.309,                   1.28, oui               , oui               , non
   1079, tertiary   ,   17,           7.8,            0.924,                   2.83, non               , non               , non
   1079, tertiary   ,   18,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1079, tertiary   ,   19,           8.9,            0.88 ,                   2.6 , non               , oui               , non
   1079, tertiary   ,   20,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1079, tertiary   ,   21,          22.4,            0.317,                   1.28, oui               , oui               , non
   1079, tertiary   ,   22,          23.6,            0.268,                   1.23, oui               , oui               , non
   1079, tertiary   ,   23,          13.5,            0.514,                   1.56, oui               , oui               , oui
   1080, tertiary   ,    0,          11.1,            0.326,                   1.3 , oui               , oui               , non
   1080, tertiary   ,    1,          10.8,            0.347,                   1.32, oui               , oui               , non
   1080, tertiary   ,    2,          11.6,            0.286,                   1.25, oui               , oui               , non
   1080, tertiary   ,    3,          11.5,            0.294,                   1.26, oui               , oui               , non
   1080, tertiary   ,    4,          11.2,            0.319,                   1.29, oui               , oui               , non
   1080, tertiary   ,    5,          22.0,            0.332,                   1.3 , oui               , oui               , non
   1080, tertiary   ,    6,          13.3,            0.523,                   1.58, oui               , oui               , oui
   1080, tertiary   ,    7,          11.4,            0.776,                   2.19, oui               , oui               , non
   1080, tertiary   ,    8,          11.6,            0.765,                   2.15, oui               , oui               , non
   1080, tertiary   ,    9,          10.3,            0.819,                   2.34, oui               , oui               , non
   1080, tertiary   ,   10,          23.9,            0.255,                   1.22, oui               , oui               , non
   1080, tertiary   ,   11,          22.5,            0.314,                   1.28, oui               , oui               , non
   1080, tertiary   ,   12,          16.7,            0.555,                   1.64, oui               , oui               , non
   1080, tertiary   ,   13,           9.2,            0.814,                   2.32, non               , oui               , oui
   1080, tertiary   ,   14,          16.3,            0.569,                   1.66, oui               , oui               , non
   1080, tertiary   ,   15,          22.2,            0.326,                   1.3 , oui               , oui               , non
   1080, tertiary   ,   16,          23.6,            0.267,                   1.23, oui               , oui               , non
   1080, tertiary   ,   17,           8.8,            0.882,                   2.61, non               , oui               , non
   1080, tertiary   ,   18,           7.7,            0.93 ,                   2.87, non               , non               , non
   1080, tertiary   ,   19,           7.9,            0.92 ,                   2.81, non               , non               , non
   1080, tertiary   ,   20,           8.3,            0.903,                   2.72, non               , oui               , non
   1080, tertiary   ,   21,          14.2,            0.464,                   1.48, oui               , oui               , oui
   1080, tertiary   ,   22,          23.3,            0.278,                   1.24, oui               , oui               , non
   1080, tertiary   ,   23,          23.0,            0.291,                   1.26, oui               , oui               , non
   1081, residential,    0,           7.9,            0.266,                   1.23, oui               , non               , non
   1081, residential,    1,           7.6,            0.3  ,                   1.27, oui               , non               , non
   1081, residential,    2,           7.4,            0.33 ,                   1.3 , oui               , non               , non
   1081, residential,    3,           7.4,            0.319,                   1.29, oui               , non               , non
   1081, residential,    4,           7.3,            0.335,                   1.31, oui               , non               , non
   1081, residential,    5,          14.9,            0.32 ,                   1.29, oui               , non               , non
   1081, residential,    6,          15.3,            0.292,                   1.26, oui               , non               , non
   1081, residential,    7,           5  ,            0.962,                   3.06, non               , non               , oui
   1081, residential,    8,           8.0,            0.752,                   2.11, non               , non               , non
   1081, residential,    9,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1081, residential,   10,          15.3,            0.294,                   1.26, oui               , non               , non
   1081, residential,   11,          15.2,            0.302,                   1.27, oui               , non               , non
   1081, residential,   12,          10.9,            0.567,                   1.66, oui               , non               , non
   1081, residential,   13,           6.0,            0.824,                   2.36, non               , non               , oui
   1081, residential,   14,          11.0,            0.563,                   1.65, oui               , non               , non
   1081, residential,   15,          14.9,            0.319,                   1.29, oui               , non               , non
   1081, residential,   16,          15.7,            0.271,                   1.23, oui               , non               , non
   1081, residential,   17,           5.7,            0.892,                   2.66, non               , non               , non
   1081, residential,   18,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1081, residential,   19,           5.6,            0.898,                   2.69, non               , non               , non
   1081, residential,   20,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1081, residential,   21,          14.9,            0.316,                   1.28, oui               , non               , non
   1081, residential,   22,          15.2,            0.297,                   1.26, oui               , non               , non
   1081, residential,   23,          15.9,            0.254,                   1.22, oui               , non               , non
   1082, motorway   ,    0,          42.2,            0.351,                   1.33, oui               , oui               , oui
   1082, motorway   ,    1,          69.6,            0.162,                   1.13, oui               , oui               , non
   1082, motorway   ,    2,          66.6,            0.209,                   1.17, oui               , oui               , non
   1082, motorway   ,    3,          39.7,            0.417,                   1.41, oui               , oui               , oui
   1082, motorway   ,    4,          69.5,            0.165,                   1.13, oui               , oui               , non
   1082, motorway   ,    5,          68.6,            0.178,                   1.14, oui               , oui               , non
   1082, motorway   ,    6,          68.1,            0.185,                   1.15, oui               , oui               , non
   1082, motorway   ,    7,          33.4,            0.728,                   2.04, oui               , oui               , non
   1082, motorway   ,    8,          21.1,            0.9  ,                   2.71, oui               , oui               , oui
   1082, motorway   ,    9,          33.2,            0.732,                   2.05, oui               , oui               , non
   1082, motorway   ,   10,          67.0,            0.203,                   1.17, oui               , oui               , non
   1082, motorway   ,   11,          38.5,            0.446,                   1.45, oui               , oui               , oui
   1082, motorway   ,   12,          27.8,            0.725,                   2.03, oui               , oui               , oui
   1082, motorway   ,   13,          46.6,            0.523,                   1.58, oui               , oui               , non
   1082, motorway   ,   14,          45.3,            0.542,                   1.61, oui               , oui               , non
   1082, motorway   ,   15,          67.4,            0.197,                   1.16, oui               , oui               , non
   1082, motorway   ,   16,          69.2,            0.169,                   1.13, oui               , oui               , non
   1082, motorway   ,   17,          31.3,            0.761,                   2.14, oui               , oui               , non
   1082, motorway   ,   18,          25.7,            0.848,                   2.46, oui               , oui               , non
   1082, motorway   ,   19,          28.7,            0.801,                   2.28, oui               , oui               , non
   1082, motorway   ,   20,          27.1,            0.826,                   2.37, oui               , oui               , non
   1082, motorway   ,   21,          67.4,            0.197,                   1.16, oui               , oui               , non
   1082, motorway   ,   22,          67.2,            0.2  ,                   1.16, oui               , oui               , non
   1082, motorway   ,   23,          68.6,            0.179,                   1.14, oui               , oui               , non
   1083, trunk      ,    0,          52.4,            0.158,                   1.12, oui               , oui               , non
   1083, trunk      ,    1,          51.0,            0.188,                   1.15, oui               , oui               , non
   1083, trunk      ,    2,          49.3,            0.224,                   1.19, oui               , oui               , non
   1083, trunk      ,    3,          48.8,            0.234,                   1.2 , oui               , oui               , non
   1083, trunk      ,    4,          50.8,            0.191,                   1.15, oui               , oui               , non
   1083, trunk      ,    5,          50.7,            0.193,                   1.16, oui               , oui               , non
   1083, trunk      ,    6,          48.5,            0.239,                   1.2 , oui               , oui               , non
   1083, trunk      ,    7,          24.3,            0.744,                   2.09, oui               , oui               , non
   1083, trunk      ,    8,          28.7,            0.651,                   1.84, oui               , oui               , non
   1083, trunk      ,    9,          25.6,            0.717,                   2.01, oui               , oui               , non
   1083, trunk      ,   10,          50.3,            0.202,                   1.16, oui               , oui               , non
   1083, trunk      ,   11,          52.2,            0.162,                   1.13, oui               , oui               , non
   1083, trunk      ,   12,          35.1,            0.52 ,                   1.57, oui               , oui               , non
   1083, trunk      ,   13,          34.8,            0.524,                   1.58, oui               , oui               , non
   1083, trunk      ,   14,          37.6,            0.467,                   1.49, oui               , oui               , non
   1083, trunk      ,   15,          51.8,            0.17 ,                   1.13, oui               , oui               , non
   1083, trunk      ,   16,          48.7,            0.234,                   1.2 , oui               , oui               , non
   1083, trunk      ,   17,          22.9,            0.773,                   2.18, oui               , oui               , non
   1083, trunk      ,   18,          21.6,            0.8  ,                   2.27, oui               , oui               , non
   1083, trunk      ,   19,          20.3,            0.827,                   2.37, oui               , oui               , non
   1083, trunk      ,   20,          20.4,            0.826,                   2.37, oui               , oui               , non
   1083, trunk      ,   21,          48.3,            0.244,                   1.21, oui               , oui               , non
   1083, trunk      ,   22,          49.6,            0.217,                   1.18, oui               , oui               , non
   1083, trunk      ,   23,          48.1,            0.249,                   1.21, oui               , oui               , non
   1084, primary    ,    0,          43.4,            0.165,                   1.13, oui               , oui               , non
   1084, primary    ,    1,          43.5,            0.162,                   1.13, oui               , oui               , non
   1084, primary    ,    2,          43.1,            0.173,                   1.14, oui               , oui               , non
   1084, primary    ,    3,          43.9,            0.153,                   1.12, oui               , oui               , non
   1084, primary    ,    4,          40.7,            0.233,                   1.19, oui               , oui               , non
   1084, primary    ,    5,          26.3,            0.353,                   1.33, oui               , oui               , oui
   1084, primary    ,    6,          41.6,            0.21 ,                   1.17, oui               , oui               , non
   1084, primary    ,    7,          22.8,            0.68 ,                   1.91, oui               , oui               , non
   1084, primary    ,    8,          21.0,            0.726,                   2.03, oui               , oui               , non
   1084, primary    ,    9,          21.9,            0.702,                   1.97, oui               , oui               , non
   1084, primary    ,   10,          42.1,            0.197,                   1.16, oui               , oui               , non
   1084, primary    ,   11,          42.0,            0.2  ,                   1.16, oui               , oui               , non
   1084, primary    ,   12,          29.8,            0.504,                   1.55, oui               , oui               , non
   1084, primary    ,   13,          17.9,            0.704,                   1.97, oui               , oui               , oui
   1084, primary    ,   14,          28.9,            0.526,                   1.58, oui               , oui               , non
   1084, primary    ,   15,          24.3,            0.438,                   1.44, oui               , oui               , oui
   1084, primary    ,   16,          42.2,            0.195,                   1.16, oui               , oui               , non
   1084, primary    ,   17,          10.9,            0.994,                   3.29, oui               , oui               , oui
   1084, primary    ,   18,          19.3,            0.768,                   2.16, oui               , oui               , non
   1084, primary    ,   19,          16.9,            0.828,                   2.38, oui               , oui               , non
   1084, primary    ,   20,          19.3,            0.766,                   2.16, oui               , oui               , non
   1084, primary    ,   21,          42.8,            0.181,                   1.15, oui               , oui               , non
   1084, primary    ,   22,          40.9,            0.226,                   1.19, oui               , oui               , non
   1084, primary    ,   23,          42.0,            0.199,                   1.16, oui               , oui               , non
   1085, motorway   ,    0,          66.9,            0.204,                   1.17, oui               , oui               , non
   1085, motorway   ,    1,          40.1,            0.406,                   1.4 , oui               , oui               , oui
   1085, motorway   ,    2,          70.0,            0.156,                   1.12, oui               , oui               , non
   1085, motorway   ,    3,          66.6,            0.209,                   1.17, oui               , oui               , non
   1085, motorway   ,    4,          66.1,            0.218,                   1.18, oui               , oui               , non
   1085, motorway   ,    5,          41.1,            0.378,                   1.36, oui               , oui               , oui
   1085, motorway   ,    6,          40.0,            0.409,                   1.4 , oui               , oui               , oui
   1085, motorway   ,    7,          36.1,            0.687,                   1.93, oui               , oui               , non
   1085, motorway   ,    8,          34.7,            0.708,                   1.98, oui               , oui               , non
   1085, motorway   ,    9,          34.4,            0.713,                   2.0 , oui               , oui               , non
   1085, motorway   ,   10,          67.7,            0.193,                   1.16, oui               , oui               , non
   1085, motorway   ,   11,          40.7,            0.391,                   1.38, oui               , oui               , oui
   1085, motorway   ,   12,          49.6,            0.474,                   1.5 , oui               , oui               , non
   1085, motorway   ,   13,          29.5,            0.681,                   1.91, oui               , oui               , oui
   1085, motorway   ,   14,          46.8,            0.519,                   1.57, oui               , oui               , non
   1085, motorway   ,   15,          41.8,            0.361,                   1.34, oui               , oui               , oui
   1085, motorway   ,   16,          40.2,            0.404,                   1.39, oui               , oui               , oui
   1085, motorway   ,   17,          27.8,            0.816,                   2.33, oui               , oui               , non
   1085, motorway   ,   18,          28.7,            0.801,                   2.28, oui               , oui               , non
   1085, motorway   ,   19,          31.9,            0.752,                   2.11, oui               , oui               , non
   1085, motorway   ,   20,          31.9,            0.752,                   2.11, oui               , oui               , non
   1085, motorway   ,   21,          66.7,            0.207,                   1.17, oui               , oui               , non
   1085, motorway   ,   22,          69.8,            0.16 ,                   1.13, oui               , oui               , non
   1085, motorway   ,   23,          66.0,            0.219,                   1.18, oui               , oui               , non
   1086, trunk      ,    0,          50.4,            0.2  ,                   1.16, oui               , oui               , non
   1086, trunk      ,    1,          29.8,            0.417,                   1.41, oui               , oui               , oui
   1086, trunk      ,    2,          51.4,            0.18 ,                   1.14, oui               , oui               , non
   1086, trunk      ,    3,          51.8,            0.17 ,                   1.14, oui               , oui               , non
   1086, trunk      ,    4,          28.9,            0.447,                   1.46, oui               , oui               , oui
   1086, trunk      ,    5,          48.7,            0.235,                   1.2 , oui               , oui               , non
   1086, trunk      ,    6,          51.5,            0.177,                   1.14, oui               , oui               , non
   1086, trunk      ,    7,          26.0,            0.707,                   1.98, oui               , oui               , non
   1086, trunk      ,    8,          25.8,            0.712,                   1.99, oui               , oui               , non
   1086, trunk      ,    9,          25.4,            0.722,                   2.02, oui               , oui               , non
   1086, trunk      ,   10,          50.0,            0.209,                   1.17, oui               , oui               , non
   1086, trunk      ,   11,          50.1,            0.207,                   1.17, oui               , oui               , non
   1086, trunk      ,   12,          36.3,            0.493,                   1.53, oui               , oui               , non
   1086, trunk      ,   13,          38.0,            0.458,                   1.47, oui               , oui               , non
   1086, trunk      ,   14,          36.0,            0.5  ,                   1.54, oui               , oui               , non
   1086, trunk      ,   15,          49.6,            0.216,                   1.18, oui               , oui               , non
   1086, trunk      ,   16,          50.8,            0.191,                   1.15, oui               , oui               , non
   1086, trunk      ,   17,          21.5,            0.802,                   2.28, oui               , oui               , non
   1086, trunk      ,   18,          21.4,            0.805,                   2.29, oui               , oui               , non
   1086, trunk      ,   19,          21.0,            0.813,                   2.32, oui               , oui               , non
   1086, trunk      ,   20,          23.1,            0.769,                   2.16, oui               , oui               , non
   1086, trunk      ,   21,          49.6,            0.216,                   1.18, oui               , oui               , non
   1086, trunk      ,   22,          48.3,            0.244,                   1.21, oui               , oui               , non
   1086, trunk      ,   23,          49.7,            0.214,                   1.18, oui               , oui               , non
   1087, tertiary   ,    0,          11.0,            0.335,                   1.31, oui               , oui               , non
   1087, tertiary   ,    1,          10.9,            0.343,                   1.32, oui               , oui               , non
   1087, tertiary   ,    2,          11.9,            0.256,                   1.22, oui               , oui               , non
   1087, tertiary   ,    3,          11.4,            0.296,                   1.26, oui               , oui               , non
   1087, tertiary   ,    4,          11.1,            0.325,                   1.29, oui               , oui               , non
   1087, tertiary   ,    5,          22.0,            0.334,                   1.31, oui               , oui               , non
   1087, tertiary   ,    6,          21.9,            0.336,                   1.31, oui               , oui               , non
   1087, tertiary   ,    7,          10.5,            0.813,                   2.32, oui               , oui               , non
   1087, tertiary   ,    8,          11.4,            0.777,                   2.19, oui               , oui               , non
   1087, tertiary   ,    9,          11.6,            0.766,                   2.16, oui               , oui               , non
   1087, tertiary   ,   10,          23.4,            0.274,                   1.24, oui               , oui               , non
   1087, tertiary   ,   11,          14.2,            0.465,                   1.48, oui               , oui               , oui
   1087, tertiary   ,   12,          14.9,            0.63 ,                   1.79, oui               , oui               , non
   1087, tertiary   ,   13,          15.6,            0.599,                   1.72, oui               , oui               , non
   1087, tertiary   ,   14,          15.8,            0.592,                   1.71, oui               , oui               , non
   1087, tertiary   ,   15,          23.5,            0.27 ,                   1.23, oui               , oui               , non
   1087, tertiary   ,   16,          23.9,            0.253,                   1.22, oui               , oui               , non
   1087, tertiary   ,   17,           8.9,            0.878,                   2.59, non               , oui               , non
   1087, tertiary   ,   18,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1087, tertiary   ,   19,           7.9,            0.922,                   2.82, non               , non               , non
   1087, tertiary   ,   20,           9.5,            0.856,                   2.49, non               , oui               , non
   1087, tertiary   ,   21,          23.2,            0.281,                   1.25, oui               , oui               , non
   1087, tertiary   ,   22,          23.8,            0.256,                   1.22, oui               , oui               , non
   1087, tertiary   ,   23,          21.8,            0.34 ,                   1.31, oui               , oui               , non
   1088, trunk      ,    0,          48.5,            0.239,                   1.2 , oui               , oui               , non
   1088, trunk      ,    1,          48.8,            0.234,                   1.2 , oui               , oui               , non
   1088, trunk      ,    2,          51.7,            0.174,                   1.14, oui               , oui               , non
   1088, trunk      ,    3,          30.2,            0.4  ,                   1.39, oui               , oui               , oui
   1088, trunk      ,    4,          49.6,            0.216,                   1.18, oui               , oui               , non
   1088, trunk      ,    5,          49.1,            0.228,                   1.19, oui               , oui               , non
   1088, trunk      ,    6,          30.3,            0.4  ,                   1.39, oui               , oui               , oui
   1088, trunk      ,    7,          25.9,            0.71 ,                   1.99, oui               , oui               , non
   1088, trunk      ,    8,          27.3,            0.681,                   1.91, oui               , oui               , non
   1088, trunk      ,    9,          25.3,            0.724,                   2.03, oui               , oui               , non
   1088, trunk      ,   10,          49.2,            0.224,                   1.19, oui               , oui               , non
   1088, trunk      ,   11,          31.1,            0.372,                   1.35, oui               , oui               , oui
   1088, trunk      ,   12,          37.4,            0.471,                   1.49, oui               , oui               , non
   1088, trunk      ,   13,          36.4,            0.491,                   1.52, oui               , oui               , non
   1088, trunk      ,   14,          38.1,            0.456,                   1.47, oui               , oui               , non
   1088, trunk      ,   15,          29.7,            0.42 ,                   1.42, oui               , oui               , oui
   1088, trunk      ,   16,          50.2,            0.205,                   1.17, oui               , oui               , non
   1088, trunk      ,   17,          22.8,            0.775,                   2.18, oui               , oui               , non
   1088, trunk      ,   18,          12.1,            1.0  ,                   3.33, oui               , oui               , oui
   1088, trunk      ,   19,          21.7,            0.798,                   2.26, oui               , oui               , non
   1088, trunk      ,   20,          22.5,            0.781,                   2.21, oui               , oui               , non
   1088, trunk      ,   21,          29.1,            0.441,                   1.45, oui               , oui               , oui
   1088, trunk      ,   22,          49.3,            0.224,                   1.19, oui               , oui               , non
   1088, trunk      ,   23,          52.5,            0.155,                   1.12, oui               , oui               , non
   1089, residential,    0,           7.5,            0.317,                   1.29, oui               , non               , non
   1089, residential,    1,           7.7,            0.288,                   1.25, oui               , non               , non
   1089, residential,    2,           7.4,            0.32 ,                   1.29, oui               , non               , non
   1089, residential,    3,           7.5,            0.319,                   1.29, oui               , non               , non
   1089, residential,    4,           7.8,            0.274,                   1.24, oui               , non               , non
   1089, residential,    5,          16.0,            0.251,                   1.21, oui               , non               , non
   1089, residential,    6,          14.5,            0.343,                   1.32, oui               , non               , non
   1089, residential,    7,           7.5,            0.78 ,                   2.2 , non               , non               , non
   1089, residential,    8,           6.8,            0.826,                   2.37, non               , non               , non
   1089, residential,    9,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1089, residential,   10,          15.3,            0.294,                   1.26, oui               , non               , non
   1089, residential,   11,          14.7,            0.331,                   1.3 , oui               , non               , non
   1089, residential,   12,           9.9,            0.629,                   1.79, non               , non               , non
   1089, residential,   13,          11.1,            0.558,                   1.64, oui               , non               , non
   1089, residential,   14,          10.4,            0.599,                   1.72, oui               , non               , non
   1089, residential,   15,          14.5,            0.343,                   1.32, oui               , non               , non
   1089, residential,   16,          15.3,            0.292,                   1.26, oui               , non               , non
   1089, residential,   17,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1089, residential,   18,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1089, residential,   19,           5.7,            0.892,                   2.66, non               , non               , non
   1089, residential,   20,           5.5,            0.905,                   2.73, non               , non               , non
   1089, residential,   21,          14.9,            0.32 ,                   1.29, oui               , non               , non
   1089, residential,   22,           9.0,            0.514,                   1.56, non               , non               , oui
   1089, residential,   23,          15.3,            0.294,                   1.26, oui               , non               , non
   1090, secondary  ,    0,          32.0,            0.25 ,                   1.21, oui               , oui               , non
   1090, secondary  ,    1,          31.0,            0.281,                   1.24, oui               , oui               , non
   1090, secondary  ,    2,          31.6,            0.261,                   1.22, oui               , oui               , non
   1090, secondary  ,    3,          29.7,            0.321,                   1.29, oui               , oui               , non
   1090, secondary  ,    4,          18.0,            0.515,                   1.56, oui               , oui               , oui
   1090, secondary  ,    5,          30.1,            0.309,                   1.28, oui               , oui               , non
   1090, secondary  ,    6,          29.0,            0.344,                   1.32, oui               , oui               , non
   1090, secondary  ,    7,           7.9,            1.0  ,                   3.33, non               , non               , oui
   1090, secondary  ,    8,          15.4,            0.767,                   2.16, oui               , oui               , non
   1090, secondary  ,    9,          15.0,            0.783,                   2.21, oui               , oui               , non
   1090, secondary  ,   10,          31.7,            0.258,                   1.22, oui               , oui               , non
   1090, secondary  ,   11,          30.7,            0.289,                   1.25, oui               , oui               , non
   1090, secondary  ,   12,          19.7,            0.633,                   1.8 , oui               , oui               , non
   1090, secondary  ,   13,          13.4,            0.752,                   2.11, oui               , oui               , oui
   1090, secondary  ,   14,          20.6,            0.606,                   1.74, oui               , oui               , non
   1090, secondary  ,   15,          18.8,            0.473,                   1.49, oui               , oui               , oui
   1090, secondary  ,   16,          30.5,            0.296,                   1.26, oui               , oui               , non
   1090, secondary  ,   17,           6.0,            1.0  ,                   3.33, non               , non               , oui
   1090, secondary  ,   18,          10.8,            0.912,                   2.76, oui               , oui               , non
   1090, secondary  ,   19,          12.3,            0.865,                   2.53, oui               , oui               , non
   1090, secondary  ,   20,          12.3,            0.867,                   2.54, oui               , oui               , non
   1090, secondary  ,   21,          32.0,            0.251,                   1.21, oui               , oui               , non
   1090, secondary  ,   22,          29.5,            0.327,                   1.3 , oui               , oui               , non
   1090, secondary  ,   23,          29.4,            0.333,                   1.3 , oui               , oui               , non
   1091, motorway   ,    0,          69.0,            0.172,                   1.14, oui               , oui               , non
   1091, motorway   ,    1,          64.3,            0.245,                   1.21, oui               , oui               , non
   1091, motorway   ,    2,          68.7,            0.177,                   1.14, oui               , oui               , non
   1091, motorway   ,    3,          68.0,            0.188,                   1.15, oui               , oui               , non
   1091, motorway   ,    4,          69.1,            0.171,                   1.14, oui               , oui               , non
   1091, motorway   ,    5,          65.1,            0.232,                   1.19, oui               , oui               , non
   1091, motorway   ,    6,          41.5,            0.369,                   1.35, oui               , oui               , oui
   1091, motorway   ,    7,          20.0,            0.929,                   2.86, oui               , oui               , oui
   1091, motorway   ,    8,          32.2,            0.748,                   2.1 , oui               , oui               , non
   1091, motorway   ,    9,          35.5,            0.695,                   1.95, oui               , oui               , non
   1091, motorway   ,   10,          66.7,            0.208,                   1.17, oui               , oui               , non
   1091, motorway   ,   11,          69.9,            0.159,                   1.12, oui               , oui               , non
   1091, motorway   ,   12,          45.6,            0.537,                   1.6 , oui               , oui               , non
   1091, motorway   ,   13,          48.7,            0.49 ,                   1.52, oui               , oui               , non
   1091, motorway   ,   14,          48.7,            0.488,                   1.52, oui               , oui               , non
   1091, motorway   ,   15,          39.9,            0.41 ,                   1.4 , oui               , oui               , oui
   1091, motorway   ,   16,          40.1,            0.406,                   1.4 , oui               , oui               , oui
   1091, motorway   ,   17,          26.0,            0.843,                   2.44, oui               , oui               , non
   1091, motorway   ,   18,          29.7,            0.785,                   2.22, oui               , oui               , non
   1091, motorway   ,   19,          27.7,            0.817,                   2.34, oui               , oui               , non
   1091, motorway   ,   20,          27.5,            0.821,                   2.35, oui               , oui               , non
   1091, motorway   ,   21,          70.4,            0.151,                   1.12, oui               , oui               , non
   1091, motorway   ,   22,          68.0,            0.188,                   1.15, oui               , oui               , non
   1091, motorway   ,   23,          39.7,            0.417,                   1.41, oui               , oui               , oui
   1092, primary    ,    0,          24.3,            0.439,                   1.44, oui               , oui               , oui
   1092, primary    ,    1,          26.0,            0.368,                   1.35, oui               , oui               , oui
   1092, primary    ,    2,          42.0,            0.199,                   1.16, oui               , oui               , non
   1092, primary    ,    3,          25.3,            0.397,                   1.38, oui               , oui               , oui
   1092, primary    ,    4,          41.2,            0.221,                   1.18, oui               , oui               , non
   1092, primary    ,    5,          43.0,            0.176,                   1.14, oui               , oui               , non
   1092, primary    ,    6,          40.1,            0.248,                   1.21, oui               , oui               , non
   1092, primary    ,    7,          20.1,            0.747,                   2.1 , oui               , oui               , non
   1092, primary    ,    8,          22.6,            0.686,                   1.92, oui               , oui               , non
   1092, primary    ,    9,          20.4,            0.74 ,                   2.08, oui               , oui               , non
   1092, primary    ,   10,          40.7,            0.233,                   1.19, oui               , oui               , non
   1092, primary    ,   11,          41.9,            0.202,                   1.16, oui               , oui               , non
   1092, primary    ,   12,          31.3,            0.466,                   1.48, oui               , oui               , non
   1092, primary    ,   13,          30.0,            0.499,                   1.54, oui               , oui               , non
   1092, primary    ,   14,          29.8,            0.506,                   1.55, oui               , oui               , non
   1092, primary    ,   15,          41.5,            0.214,                   1.18, oui               , oui               , non
   1092, primary    ,   16,          25.9,            0.369,                   1.35, oui               , oui               , oui
   1092, primary    ,   17,          19.3,            0.768,                   2.16, oui               , oui               , non
   1092, primary    ,   18,          19.3,            0.766,                   2.16, oui               , oui               , non
   1092, primary    ,   19,          19.5,            0.762,                   2.14, oui               , oui               , non
   1092, primary    ,   20,          18.0,            0.799,                   2.27, oui               , oui               , non
   1092, primary    ,   21,          40.0,            0.249,                   1.21, oui               , oui               , non
   1092, primary    ,   22,          25.3,            0.396,                   1.38, oui               , oui               , oui
   1092, primary    ,   23,          24.7,            0.422,                   1.42, oui               , oui               , oui
   1093, trunk      ,    0,          51.1,            0.185,                   1.15, oui               , oui               , non
   1093, trunk      ,    1,          51.4,            0.178,                   1.14, oui               , oui               , non
   1093, trunk      ,    2,          49.2,            0.225,                   1.19, oui               , oui               , non
   1093, trunk      ,    3,          50.1,            0.206,                   1.17, oui               , oui               , non
   1093, trunk      ,    4,          51.8,            0.171,                   1.14, oui               , oui               , non
   1093, trunk      ,    5,          52.8,            0.15 ,                   1.12, oui               , oui               , non
   1093, trunk      ,    6,          51.9,            0.168,                   1.13, oui               , oui               , non
   1093, trunk      ,    7,          27.6,            0.675,                   1.89, oui               , oui               , non
   1093, trunk      ,    8,          28.3,            0.659,                   1.86, oui               , oui               , non
   1093, trunk      ,    9,          27.4,            0.678,                   1.9 , oui               , oui               , non
   1093, trunk      ,   10,          52.2,            0.162,                   1.13, oui               , oui               , non
   1093, trunk      ,   11,          29.0,            0.443,                   1.45, oui               , oui               , oui
   1093, trunk      ,   12,          22.1,            0.682,                   1.91, oui               , oui               , oui
   1093, trunk      ,   13,          36.2,            0.496,                   1.53, oui               , oui               , non
   1093, trunk      ,   14,          36.1,            0.498,                   1.54, oui               , oui               , non
   1093, trunk      ,   15,          51.5,            0.177,                   1.14, oui               , oui               , non
   1093, trunk      ,   16,          30.7,            0.383,                   1.37, oui               , oui               , oui
   1093, trunk      ,   17,          21.0,            0.812,                   2.32, oui               , oui               , non
   1093, trunk      ,   18,          19.5,            0.845,                   2.45, oui               , oui               , non
   1093, trunk      ,   19,          19.6,            0.841,                   2.43, oui               , oui               , non
   1093, trunk      ,   20,          23.4,            0.763,                   2.15, oui               , oui               , non
   1093, trunk      ,   21,          49.0,            0.23 ,                   1.19, oui               , oui               , non
   1093, trunk      ,   22,          49.0,            0.23 ,                   1.19, oui               , oui               , non
   1093, trunk      ,   23,          50.2,            0.205,                   1.17, oui               , oui               , non
   1094, tertiary   ,    0,          11.9,            0.259,                   1.22, oui               , oui               , non
   1094, tertiary   ,    1,          11.7,            0.274,                   1.24, oui               , oui               , non
